wildlombre	Wild Lombre	2026-09-23T03:18:48.343Z	2026-09-23T03:18:48.343Z	1
wildtrapinch	Wild Trapinch	2026-09-23T03:17:41.716Z	2026-09-23T03:17:41.716Z	1
gentlemantaro	Gentleman Taro	2026-09-23T03:16:16.830Z	2026-09-23T03:16:16.830Z	1
workerken	Worker Ken	2026-09-23T03:15:38.721Z	2026-09-23T03:15:38.721Z	1
rangerjess	Ranger Jess	2026-09-23T03:13:00.774Z	2026-09-23T03:14:33.046Z	2
nursesue	Nurse Sue	2026-09-23T03:12:08.712Z	2026-09-23T03:12:08.712Z	1
scientistgus	Scientist Gus	2026-09-23T03:11:11.949Z	2026-09-23T03:11:11.949Z	1
picnickernora	Picnicker Nora	2026-09-23T03:04:41.682Z	2026-09-23T03:04:41.682Z	1
wildledyba	Wild Ledyba	2026-09-23T03:04:17.354Z	2026-09-23T03:04:17.354Z	1
wildcutiefly	Wild Cutiefly	2026-09-23T03:02:28.276Z	2026-09-23T03:02:28.276Z	1
wildsilicobra	Wild Silicobra	2026-09-23T03:02:13.628Z	2026-09-23T03:02:13.628Z	1
breedermia	Breeder Mia	2026-09-23T02:59:32.035Z	2026-09-23T02:59:32.035Z	1
youngstergus	Youngster Gus	2026-09-23T02:58:32.039Z	2026-09-23T02:58:32.039Z	1
workerjoey	Worker Joey	2026-09-22T23:40:27.193Z	2026-09-23T02:57:59.800Z	2
youngsterryo	Youngster Ryo	2026-09-22T02:44:01.816Z	2026-09-23T02:57:39.437Z	2
breederivy	Breeder Ivy	2026-09-23T02:57:18.412Z	2026-09-23T02:57:18.412Z	1
picnickerivy	Picnicker Ivy	2026-09-22T03:25:38.216Z	2026-09-23T02:54:18.897Z	2
youngsterivan	Youngster Ivan	2026-09-23T02:45:56.387Z	2026-09-23T02:45:56.387Z	1
youngsterbob	Youngster Bob	2026-09-23T02:44:25.113Z	2026-09-23T02:44:25.113Z	1
bugcatchermike	Bug Catcher Mike	2026-09-23T02:43:38.286Z	2026-09-23T02:43:38.286Z	1
breederrin	Breeder Rin	2026-09-23T02:42:09.620Z	2026-09-23T02:42:09.620Z	1
campertaro	Camper Taro	2026-09-23T02:40:52.613Z	2026-09-23T02:40:52.613Z	1
sellmanrichard	Sellman Richard	2026-09-23T02:39:04.620Z	2026-09-23T02:39:04.620Z	1
camperdan	Camper Dan	2026-09-23T01:03:41.562Z	2026-09-23T02:28:24.436Z	2
wildseel	Wild Seel	2026-09-23T02:22:10.838Z	2026-09-23T02:22:10.838Z	1
wildporygon	Wild Porygon	2026-09-23T02:05:54.101Z	2026-09-23T02:05:54.101Z	1
youngsterjoey	Youngster Joey	2026-09-22T03:25:56.832Z	2026-09-23T02:02:33.324Z	2
wildgoldeen	Wild Goldeen	2026-09-23T01:12:30.844Z	2026-09-23T01:12:30.844Z	1
bugcatcheryuto	Bug Catcher Yuto	2026-09-23T01:11:54.574Z	2026-09-23T01:11:54.574Z	1
breedergwen	Breeder Gwen	2026-09-23T01:08:51.919Z	2026-09-23T01:08:51.919Z	1
wildariados	Wild Ariados	2026-09-23T01:08:08.323Z	2026-09-23T01:08:08.323Z	1
wildwhismur	Wild Whismur	2026-09-23T01:06:25.591Z	2026-09-23T01:06:25.591Z	1
wildcacnea	Wild Cacnea	2026-09-22T03:23:59.728Z	2026-09-23T00:19:48.435Z	2
wildzigzagoon	Wild Zigzagoon	2026-09-22T23:59:13.040Z	2026-09-23T00:02:42.982Z	2
wildburmy	Wild Burmy	2026-09-22T23:57:22.991Z	2026-09-22T23:57:22.991Z	1
schoolkidkai	School Kid Kai	2026-09-22T23:45:27.591Z	2026-09-22T23:45:27.591Z	1
lassamy	Lass Amy	2026-09-22T23:44:00.990Z	2026-09-22T23:44:00.990Z	1
wildyungoos	Wild Yungoos	2026-09-22T02:23:47.941Z	2026-09-22T23:42:32.181Z	2
wildpidgey	Wild Pidgey	2026-09-17T14:54:48.088Z	2026-09-22T23:37:42.797Z	5
wildbeautifly	Wild Beautifly	2026-09-17T14:46:58.669Z	2026-09-22T23:29:28.677Z	4
wildgumshoos	Wild Gumshoos	2026-09-22T23:27:26.976Z	2026-09-22T23:27:26.976Z	1
wildrattata	Wild Rattata	2026-09-15T11:10:29.969Z	2026-09-22T23:21:50.811Z	18
lasskim	Lass Kim	2026-09-22T23:18:19.232Z	2026-09-22T23:18:19.232Z	1
wildskwovet	Wild Skwovet	2026-09-22T23:14:05.669Z	2026-09-22T23:14:05.669Z	1
lasshana	Lass Hana	2026-09-22T23:10:35.402Z	2026-09-22T23:10:35.402Z	1
wildfletchling	Wild Fletchling	2026-09-22T21:36:56.180Z	2026-09-22T23:07:40.333Z	2
wildsnom	Wild Snom	2026-09-22T23:03:52.991Z	2026-09-22T23:03:52.991Z	1
wildspewpa	Wild Spewpa	2026-09-22T22:24:49.891Z	2026-09-22T22:27:56.002Z	2
opponenttest297	OpponentTest297	2026-09-22T22:18:29.330Z	2026-09-22T22:18:29.330Z	1
wildlechonk	Wild Lechonk	2026-09-22T21:28:13.215Z	2026-09-22T21:28:13.215Z	1
wildtarountula	Wild Tarountula	2026-09-17T14:56:43.742Z	2026-09-22T21:24:10.799Z	4
wildrattata98	Wild Rattata98	2026-09-22T20:26:33.940Z	2026-09-22T20:26:33.940Z	1
loucatval0710	loucatval0710	2026-09-22T18:51:05.059Z	2026-09-22T19:12:52.091Z	5
ignissimia	ignis simia	2026-09-22T16:40:04.441Z	2026-09-22T16:40:04.441Z	1
wildvoltorbhisui	Wild Voltorb-Hisui	2026-09-22T16:30:09.468Z	2026-09-22T16:30:09.468Z	1
opponenttest764	OpponentTest764	2026-09-22T15:37:42.242Z	2026-09-22T15:37:42.242Z	1
unseentest	Unseen Test	2026-09-14T16:44:43.083Z	2026-09-22T15:31:56.385Z	9
workerrex	Worker Rex	2026-09-22T03:28:08.584Z	2026-09-22T03:28:08.584Z	1
workerleo	Worker Leo	2026-09-22T03:27:06.363Z	2026-09-22T03:27:06.363Z	1
campereli	Camper Eli	2026-09-22T03:26:40.572Z	2026-09-22T03:26:40.572Z	1
wildskitty	Wild Skitty	2026-09-22T03:25:04.368Z	2026-09-22T03:25:20.699Z	2
breedernora	Breeder Nora	2026-09-22T03:24:06.735Z	2026-09-22T03:24:06.735Z	1
camperjin	Camper Jin	2026-09-22T03:22:14.758Z	2026-09-22T03:22:14.758Z	1
breedersaki	Breeder Saki	2026-09-22T03:13:51.635Z	2026-09-22T03:16:43.143Z	2
bugcatchergus	Bug Catcher Gus	2026-09-22T02:43:43.403Z	2026-09-22T03:16:09.688Z	2
bugcatcherjoey	Bug Catcher Joey	2026-09-22T01:52:45.687Z	2026-09-22T03:12:38.986Z	3
camperryo	Camper Ryo	2026-09-22T02:53:28.762Z	2026-09-22T03:04:22.427Z	3
workergus	Worker Gus	2026-09-22T03:03:55.453Z	2026-09-22T03:03:55.453Z	1
breederaya	Breeder Aya	2026-09-22T03:00:39.521Z	2026-09-22T03:00:39.521Z	1
workertaro	Worker Taro	2026-09-22T03:00:10.570Z	2026-09-22T03:00:10.570Z	1
workerbob	Worker Bob	2026-09-22T02:53:13.955Z	2026-09-22T02:53:13.955Z	1
workermax	Worker Max	2026-09-19T18:29:38.269Z	2026-09-22T02:50:05.852Z	2
bugcatchertom	Bug Catcher Tom	2026-09-22T02:49:19.244Z	2026-09-22T02:49:19.244Z	1
breederzoe	Breeder Zoe	2026-09-22T02:45:44.055Z	2026-09-22T02:45:44.055Z	1
wildsunkern	Wild Sunkern	2026-09-22T02:42:30.208Z	2026-09-22T02:42:30.208Z	1
wildnidoranm	Wild Nidoran-M	2026-09-22T02:42:16.554Z	2026-09-22T02:42:16.554Z	1
birdkeepermike	Bird Keeper Mike	2026-09-22T02:41:10.915Z	2026-09-22T02:41:10.915Z	1
wildskorupi	Wild Skorupi	2026-09-22T02:40:58.081Z	2026-09-22T02:40:58.081Z	1
tuberben	Tuber Ben	2026-09-22T02:39:27.737Z	2026-09-22T02:39:27.737Z	1
wildazurill	Wild Azurill	2026-09-22T02:38:04.673Z	2026-09-22T02:39:14.034Z	2
fishermaneli	Fisherman Eli	2026-09-22T02:37:05.001Z	2026-09-22T02:37:05.001Z	1
wildsandshrew	Wild Sandshrew	2026-09-22T02:36:30.853Z	2026-09-22T02:36:30.853Z	1
acetrainerhugo	Ace Trainer Hugo	2026-09-22T02:33:25.424Z	2026-09-22T02:33:25.424Z	1
psychicyui	Psychic Yui	2026-09-22T02:33:03.249Z	2026-09-22T02:33:03.249Z	1
ladylulu	Lady Lulu	2026-09-22T02:31:10.087Z	2026-09-22T02:31:10.087Z	1
dragontamersam	Dragon Tamer Sam	2026-09-22T02:29:31.987Z	2026-09-22T02:29:31.987Z	1
wildtimburr	Wild Timburr	2026-09-22T02:29:06.074Z	2026-09-22T02:29:06.074Z	1
wildmankey	Wild Mankey	2026-09-22T02:27:45.599Z	2026-09-22T02:27:45.599Z	1
wildmachop	Wild Machop	2026-09-22T02:27:14.284Z	2026-09-22T02:27:14.284Z	1
wildzubat	Wild Zubat	2026-09-22T02:26:52.220Z	2026-09-22T02:26:52.220Z	1
wildlotad	Wild Lotad	2026-09-22T02:26:24.684Z	2026-09-22T02:26:24.684Z	1
wildsquawkabilly	Wild Squawkabilly	2026-09-22T02:22:32.418Z	2026-09-22T02:24:58.028Z	2
wildmetapod	Wild Metapod	2026-09-22T02:23:18.106Z	2026-09-22T02:23:18.106Z	1
wildshelmet	Wild Shelmet	2026-09-22T02:15:49.834Z	2026-09-22T02:16:25.284Z	2
wildbeedrill	Wild Beedrill	2026-09-17T15:08:52.848Z	2026-09-22T02:12:42.393Z	3
bugcatchermax	Bug Catcher Max	2026-09-22T02:11:34.055Z	2026-09-22T02:11:34.055Z	1
wildshellder	Wild Shellder	2026-09-22T01:57:48.397Z	2026-09-22T02:07:40.497Z	2
schoolkiddan	School Kid Dan	2026-09-19T18:05:38.597Z	2026-09-22T02:06:49.880Z	5
wildlitleo	Wild Litleo	2026-09-22T02:05:13.739Z	2026-09-22T02:05:13.739Z	1
wildbutterfree	Wild Butterfree	2026-09-22T02:01:35.085Z	2026-09-22T02:01:35.085Z	1
wildstarly	Wild Starly	2026-09-22T00:21:39.206Z	2026-09-22T02:01:00.974Z	3
wildmunchlax	Wild Munchlax	2026-09-22T02:00:24.550Z	2026-09-22T02:00:24.550Z	1
wildigglybuff	Wild Igglybuff	2026-09-22T01:57:02.857Z	2026-09-22T01:59:34.888Z	2
lasssaki	Lass Saki	2026-09-22T01:53:15.490Z	2026-09-22T01:53:15.490Z	1
schoolkidgus	School Kid Gus	2026-09-22T01:52:39.243Z	2026-09-22T01:52:39.243Z	1
wildminccino	Wild Minccino	2026-09-22T01:52:15.053Z	2026-09-22T01:52:15.053Z	1
wildbidoof	Wild Bidoof	2026-09-22T01:51:41.101Z	2026-09-22T01:52:13.035Z	2
schoolkidyuto	School Kid Yuto	2026-09-22T01:51:07.932Z	2026-09-22T01:51:07.932Z	1
wildlickitung	Wild Lickitung	2026-09-22T01:50:57.562Z	2026-09-22T01:50:57.562Z	1
wildarchen	Wild Archen	2026-09-22T01:49:29.773Z	2026-09-22T01:49:29.773Z	1
wildkrabby	Wild Krabby	2026-09-22T01:19:30.398Z	2026-09-22T01:49:04.309Z	2
wildtogepi	Wild Togepi	2026-09-22T01:48:14.357Z	2026-09-22T01:48:14.357Z	1
lassivy	Lass Ivy	2026-09-22T01:47:19.880Z	2026-09-22T01:47:19.880Z	1
wildhoppip	Wild Hoppip	2026-09-22T01:10:13.355Z	2026-09-22T01:14:08.426Z	2
abyssalgruntaki	Abyssal Grunt Aki	2026-09-22T01:03:59.556Z	2026-09-22T01:07:17.732Z	2
tuberfinn	Tuber Finn	2026-09-22T01:02:42.666Z	2026-09-22T01:02:42.666Z	1
wildkecleon	Wild Kecleon	2026-09-21T16:40:24.033Z	2026-09-22T00:59:18.966Z	2
wildjoltik	Wild Joltik	2026-09-22T00:23:47.346Z	2026-09-22T00:24:07.700Z	2
wildelekid	Wild Elekid	2026-09-21T16:44:42.842Z	2026-09-21T16:45:47.477Z	2
wildblitzle	Wild Blitzle	2026-09-21T16:42:44.326Z	2026-09-21T16:44:04.128Z	2
officerdan	Officer Dan	2026-09-21T16:16:51.245Z	2026-09-21T16:16:51.245Z	1
gentlemanjoey	Gentleman Joey	2026-09-19T18:00:03.299Z	2026-09-19T18:00:03.299Z	1
testtrainer156	TestTrainer156	2026-09-17T23:53:46.332Z	2026-09-17T23:53:46.332Z	1
testtrainer795	TestTrainer795	2026-09-17T22:13:50.388Z	2026-09-17T22:13:50.388Z	1
testtrainer505	TestTrainer505	2026-09-17T21:24:36.770Z	2026-09-17T21:24:36.770Z	1
testtrainer800	TestTrainer800	2026-09-17T20:48:06.951Z	2026-09-17T20:48:06.951Z	1
testtrainer644	TestTrainer644	2026-09-17T20:43:20.418Z	2026-09-17T20:43:20.418Z	1
testtrainer862	TestTrainer862	2026-09-17T20:22:09.573Z	2026-09-17T20:22:09.573Z	1
testtrainer692	TestTrainer692	2026-09-17T20:06:40.874Z	2026-09-17T20:06:40.874Z	1
testtrainer729	TestTrainer729	2026-09-17T19:43:49.278Z	2026-09-17T19:43:49.278Z	1
testtrainer765	TestTrainer765	2026-09-17T18:56:31.745Z	2026-09-17T18:56:31.745Z	1
unseenfeet	Unseen feet	2026-09-17T12:35:53.213Z	2026-09-17T12:35:53.213Z	1
wildstufful	Wild Stufful	2026-09-16T02:47:30.355Z	2026-09-16T02:51:06.870Z	2
wilddwebble	Wild Dwebble	2026-09-16T02:24:29.600Z	2026-09-16T02:24:29.600Z	1
